международных отношений;301001;јмериканские исследовани€;магистратура
международных отношений;301002;ƒипломати€ –оссийской ‘едерации и зарубежных государств;магистратура
международных отношений;301019;≈вропа;бакалавриат
международных отношений;301020;ћирова€ политика;бакалавриат
